Product code,Bureau of Meteorology station number,Year,Month,Mean maximum temperature (°C),Quality
IDCJAC0002,088023,2018,03,27.2,Y
IDCJAC0002,088023,2018,04,24.4,Y
IDCJAC0002,088023,2018,05,16.7,Y
IDCJAC0002,088023,2018,06,13.0,Y
IDCJAC0002,088023,2018,07,12.8,Y
IDCJAC0002,088023,2018,08,13.4,Y
IDCJAC0002,088023,2018,09,17.2,Y
IDCJAC0002,088023,2018,10,22.2,Y
IDCJAC0002,088023,2018,11,23.7,Y
IDCJAC0002,088023,2018,12,29.3,Y
IDCJAC0002,088023,2019,01,34.1,Y
IDCJAC0002,088023,2019,02,30.1,Y
IDCJAC0002,088023,2019,03,27.5,Y
IDCJAC0002,088023,2019,04,22.7,Y
IDCJAC0002,088023,2019,05,15.6,Y
IDCJAC0002,088023,2019,06,13.4,Y
IDCJAC0002,088023,2019,07,12.6,Y
IDCJAC0002,088023,2019,08,13.0,Y
IDCJAC0002,088023,2019,09,16.8,Y
IDCJAC0002,088023,2019,10,21.9,Y
IDCJAC0002,088023,2019,11,23.0,Y
IDCJAC0002,088023,2019,12,28.9,Y
IDCJAC0002,088023,2020,01,29.9,Y
IDCJAC0002,088023,2020,02,28.0,Y
IDCJAC0002,088023,2020,03,24.9,Y
IDCJAC0002,088023,2020,04,18.8,Y
IDCJAC0002,088023,2020,05,15.1,Y
IDCJAC0002,088023,2020,06,12.1,Y
IDCJAC0002,088023,2020,07,13.3,Y
IDCJAC0002,088023,2020,08,13.6,Y
IDCJAC0002,088023,2020,09,17.7,Y
IDCJAC0002,088023,2020,10,20.9,Y
IDCJAC0002,088023,2020,11,26.2,Y
IDCJAC0002,088023,2020,12,26.2,Y
IDCJAC0002,088023,2021,01,28.5,Y
IDCJAC0002,088023,2021,02,27.3,Y
IDCJAC0002,088023,2021,03,23.5,Y
IDCJAC0002,088023,2021,04,19.7,Y
IDCJAC0002,088023,2021,05,16.7,Y
IDCJAC0002,088023,2021,06,13.1,Y
IDCJAC0002,088023,2021,07,11.3,Y
IDCJAC0002,088023,2021,08,14.4,Y
IDCJAC0002,088023,2021,09,17.5,Y
IDCJAC0002,088023,2021,10,19.1,Y
IDCJAC0002,088023,2021,11,22.2,Y
IDCJAC0002,088023,2021,12,27.5,Y
IDCJAC0002,088023,2022,01,31.5,Y
IDCJAC0002,088023,2022,02,28.7,Y
IDCJAC0002,088023,2022,03,26.4,Y
IDCJAC0002,088023,2022,04,20.9,Y
IDCJAC0002,088023,2022,05,15.5,Y
IDCJAC0002,088023,2022,06,11.3,Y
IDCJAC0002,088023,2022,07,12.8,Y
IDCJAC0002,088023,2022,08,14.1,Y
IDCJAC0002,088023,2022,09,15.9,Y
IDCJAC0002,088023,2022,10,19.3,Y
IDCJAC0002,088023,2022,11,20.3,Y
IDCJAC0002,088023,2022,12,29.6,Y
IDCJAC0002,088023,2023,01,30.3,Y
IDCJAC0002,088023,2023,02,28.7,Y
IDCJAC0002,088023,2023,03,25.6,Y
IDCJAC0002,088023,2023,04,20.2,Y
IDCJAC0002,088023,2023,05,14.2,Y
IDCJAC0002,088023,2023,06,12.8,Y
IDCJAC0002,088023,2023,07,13.5,Y
IDCJAC0002,088023,2023,08,14.9,Y
